monitoreo,familia,especie,nombre_comun,meses_desde_inicio,elevacion_m,coord_x,coord_y,altura_anterior,copa_anterior,fito_Bueno,fito_Malo,fito_Regular,gremio_Inicial,gremio_Intermedia,gremio_Tardía,loc_Guayabal,loc_San Antonio,loc_Tres Jotas,altura_actual,copa_actual
4,14,15,19,18,2675,4736020.099802,2199490.449946,0.73,0.65,1,0,0,1,0,0,1,0,0,0.89,0.68
2,1,27,5,6,2675,4736022.798481,2199493.069391,0.22,0.3,1,0,0,1,0,0,1,0,0,1.5,0.91
3,1,27,5,12,2675,4736022.798481,2199493.069391,1.5,0.91,1,0,0,1,0,0,1,0,0,1.63,0.5
4,1,27,5,18,2675,4736022.798481,2199493.069391,1.63,0.5,1,0,0,1,0,0,1,0,0,1.63,1.85
2,2,6,18,6,2675,4736025.894166,2199495.926851,0.61,0.08,1,0,0,1,0,0,1,0,0,0.61,0.12
3,2,6,18,12,2675,4736025.894166,2199495.926851,0.61,0.12,1,0,0,1,0,0,1,0,0,0.61,0.29
4,2,6,18,18,2675,4736025.894166,2199495.926851,0.61,0.29,1,0,0,1,0,0,1,0,0,0.61,0.36
2,1,17,2,6,2675,4736028.672316,2199498.704993,0.24,0.15,1,0,0,1,0,0,1,0,0,0.9,0.75
3,1,17,2,12,2675,4736028.672316,2199498.704993,0.9,0.75,1,0,0,1,0,0,1,0,0,1.35,1.5
4,1,17,2,18,2675,4736028.672316,2199498.704993,1.35,1.5,1,0,0,1,0,0,1,0,0,2.0,1.5
2,13,11,21,6,2675,4736031.212251,2199501.006844,0.2,0.07,1,0,0,1,0,0,1,0,0,0.5,0.31
3,13,11,21,12,2675,4736031.212251,2199501.006844,0.5,0.31,1,0,0,1,0,0,1,0,0,1.0,0.38
4,13,11,21,18,2675,4736031.212251,2199501.006844,1.0,0.38,1,0,0,1,0,0,1,0,0,1.27,0.45
2,1,27,5,6,2675,4736014.469497,2199472.937289,0.24,0.06,1,0,0,1,0,0,1,0,0,0.72,0.51
3,1,27,5,12,2675,4736014.469497,2199472.937289,0.72,0.51,1,0,0,1,0,0,1,0,0,1.91,1.5
4,1,27,5,18,2675,4736014.469497,2199472.937289,1.91,1.5,1,0,0,1,0,0,1,0,0,2.52,1.95
2,2,6,18,6,2675,4736016.056984,2199475.794772,0.57,0.09,1,0,0,1,0,0,1,0,0,0.57,0.2
3,2,6,18,12,2675,4736016.056984,2199475.794772,0.57,0.2,1,0,0,1,0,0,1,0,0,0.57,0.34
4,2,6,18,18,2675,4736016.056984,2199475.794772,0.57,0.34,1,0,0,1,0,0,1,0,0,0.57,0.45
2,1,17,2,6,2675,4736018.12082,2199478.09665,0.2,0.18,1,0,0,1,0,0,1,0,0,0.8999999999999999,0.75
3,1,17,2,12,2675,4736018.12082,2199478.09665,0.9,0.75,1,0,0,1,0,0,1,0,0,1.68,0.85
4,1,17,2,18,2675,4736018.12082,2199478.09665,1.68,0.85,1,0,0,1,0,0,1,0,0,2.7,1.7
2,1,27,5,6,2675,4736020.099782,2199479.972494,0.25,0.12,1,0,0,1,0,0,1,0,0,0.74,0.3
3,1,27,5,12,2675,4736020.099782,2199479.972494,0.74,0.3,1,0,0,1,0,0,1,0,0,1.2,0.8400000000000001
4,1,27,5,18,2675,4736020.099782,2199479.972494,1.2,0.84,1,0,0,1,0,0,1,0,0,1.29,0.9
2,13,11,21,6,2675,4736022.163511,2199483.147519,0.24,0.11,1,0,0,1,0,0,1,0,0,0.42,0.45
3,13,11,21,12,2675,4736022.163511,2199483.147519,0.42,0.45,1,0,0,1,0,0,1,0,0,0.6,0.55
4,13,11,21,18,2675,4736022.163511,2199483.147519,0.6,0.55,1,0,0,1,0,0,1,0,0,0.6,0.55
2,1,17,2,6,2675,4736024.862262,2199485.925601,0.25,0.11,1,0,0,1,0,0,1,0,0,0.43,0.4599999999999999
3,1,17,2,12,2675,4736024.862262,2199485.925601,0.43,0.46,1,0,0,1,0,0,1,0,0,0.58,0.52
4,1,17,2,18,2675,4736024.862262,2199485.925601,0.58,0.52,1,0,0,1,0,0,1,0,0,0.78,0.52
2,14,15,19,6,2722,4735976.939502,2199681.186785,0.2,0.1,1,0,0,1,0,0,1,0,0,0.2,0.1
3,14,15,19,12,2722,4735976.939502,2199681.186785,0.2,0.1,1,0,0,1,0,0,1,0,0,0.36,0.33
4,14,15,19,18,2722,4735976.939502,2199681.186785,0.36,0.33,1,0,0,1,0,0,1,0,0,0.71,0.64
2,1,17,2,6,2722,4735961.85833,2199708.637376,0.24,0.14,1,0,0,1,0,0,1,0,0,0.26,0.24
3,1,17,2,12,2722,4735961.85833,2199708.637376,0.26,0.24,0,0,1,1,0,0,1,0,0,0.48,0.35
4,1,17,2,18,2722,4735961.85833,2199708.637376,0.48,0.35,1,0,0,1,0,0,1,0,0,0.61,0.4599999999999999
2,2,7,11,6,2722,4735960.799926,2199712.07698,0.2,0.1,1,0,0,1,0,0,1,0,0,0.2,0.18
3,2,7,11,12,2722,4735960.799926,2199712.07698,0.2,0.18,1,0,0,1,0,0,1,0,0,0.2,0.19
4,2,7,11,18,2722,4735960.799926,2199712.07698,0.2,0.19,1,0,0,1,0,0,1,0,0,0.24,0.31
2,1,27,5,6,2722,4735959.675435,2199714.921258,0.2,0.15,0,0,1,1,0,0,1,0,0,0.5699999999999998,0.5
3,1,27,5,12,2722,4735959.675435,2199714.921258,0.57,0.5,1,0,0,1,0,0,1,0,0,0.84,0.64
4,1,27,5,18,2722,4735959.675435,2199714.921258,0.84,0.64,1,0,0,1,0,0,1,0,0,1.2,0.94
2,14,15,19,6,2722,4735958.286398,2199718.030057,0.2,0.08,1,0,0,1,0,0,1,0,0,0.35,0.2
3,14,15,19,12,2722,4735958.286398,2199718.030057,0.35,0.2,1,0,0,1,0,0,1,0,0,0.5,0.29
4,14,15,19,18,2722,4735958.286398,2199718.030057,0.5,0.29,1,0,0,1,0,0,1,0,0,0.64,0.41
2,6,5,10,6,2722,4735961.461406,2199719.617678,0.2,0.1,0,0,1,0,0,1,1,0,0,0.22,0.1
2,8,24,1,6,2722,4735962.966479,2199716.821019,0.25,0.08,1,0,0,0,0,1,1,0,0,0.54,0.26
3,8,24,1,12,2722,4735962.966479,2199716.821019,0.54,0.26,1,0,0,0,0,1,1,0,0,0.75,0.37
4,8,24,1,18,2722,4735962.966479,2199716.821019,0.75,0.37,1,0,0,0,0,1,1,0,0,0.75,0.42
2,8,24,1,6,2722,4735964.236484,2199713.751763,0.25,0.1,1,0,0,0,0,1,1,0,0,0.35,0.37
3,8,24,1,12,2722,4735964.236484,2199713.751763,0.35,0.37,0,0,1,0,0,1,1,0,0,1.0,0.75
4,8,24,1,18,2722,4735964.236484,2199713.751763,1.0,0.75,1,0,0,0,0,1,1,0,0,1.0,0.81
2,9,22,25,6,2722,4735965.189042,2199710.576802,0.2,0.15,1,0,0,0,0,1,1,0,0,0.2,0.2
3,9,22,25,12,2722,4735965.189042,2199710.576802,0.2,0.2,1,0,0,0,0,1,1,0,0,0.24,0.28
4,9,22,25,18,2722,4735965.189042,2199710.576802,0.24,0.28,1,0,0,0,0,1,1,0,0,0.29,0.28
2,15,3,8,6,2722,4735966.988179,2199707.507591,0.28,0.15,1,0,0,0,0,1,1,0,0,0.4699999999999999,0.47
3,15,3,8,12,2722,4735966.988179,2199707.507591,0.47,0.47,1,0,0,0,0,1,1,0,0,0.6,0.64
4,15,3,8,18,2722,4735966.988179,2199707.507591,0.6,0.64,1,0,0,0,0,1,1,0,0,0.68,0.64
2,8,24,1,6,2722,4735968.152319,2199704.438484,0.2,0.15,1,0,0,0,0,1,1,0,0,0.6000000000000001,0.27
3,8,24,1,12,2722,4735968.152319,2199704.438484,0.6,0.27,1,0,0,0,0,1,1,0,0,0.94,0.53
4,8,24,1,18,2722,4735968.152319,2199704.438484,0.94,0.53,1,0,0,0,0,1,1,0,0,1.13,0.7
2,1,17,2,6,2722,4735975.087478,2199684.361878,0.25,0.1,1,0,0,1,0,0,1,0,0,0.28,0.9
3,1,17,2,12,2722,4735975.087478,2199684.361878,0.28,0.9,1,0,0,1,0,0,1,0,0,0.76,0.45
4,1,17,2,18,2722,4735975.087478,2199684.361878,0.76,0.45,1,0,0,1,0,0,1,0,0,2.1100000000000003,1.24
2,15,3,8,6,2722,4735970.057314,2199701.79255,0.25,0.15,1,0,0,0,0,1,1,0,0,0.43,0.15
3,15,3,8,12,2722,4735970.057314,2199701.79255,0.43,0.15,1,0,0,0,0,1,1,0,0,0.43,0.32
4,15,3,8,18,2722,4735970.057314,2199701.79255,0.43,0.32,1,0,0,0,0,1,1,0,0,0.43,0.32
2,23,16,17,6,2722,4735971.221462,2199698.300116,0.2,0.03,1,0,0,0,0,1,1,0,0,0.53,0.3199999999999999
3,23,16,17,12,2722,4735971.221462,2199698.300116,0.53,0.32,1,0,0,0,0,1,1,0,0,0.53,0.42
4,23,16,17,18,2722,4735971.221462,2199698.300116,0.53,0.42,1,0,0,0,0,1,1,0,0,1.0,0.6800000000000002
2,8,24,1,6,2722,4735973.761464,2199695.230849,0.2,0.12,1,0,0,0,0,1,1,0,0,0.6000000000000001,0.26
3,8,24,1,12,2722,4735973.761464,2199695.230849,0.6,0.26,1,0,0,0,0,1,1,0,0,1.0,0.7
4,8,24,1,18,2722,4735973.761464,2199695.230849,1.0,0.7,1,0,0,0,0,1,1,0,0,1.0,1.07
2,9,22,25,6,2722,4735975.349017,2199692.267595,0.3,0.23,1,0,0,0,0,1,1,0,0,0.5,0.29
3,9,22,25,12,2722,4735975.349017,2199692.267595,0.5,0.29,1,0,0,0,0,1,1,0,0,0.5,0.35
2,8,24,1,6,2722,4735976.724886,2199689.410101,0.25,0.06,1,0,0,0,0,1,1,0,0,0.64,0.32
3,8,24,1,12,2722,4735976.724886,2199689.410101,0.64,0.32,1,0,0,0,0,1,1,0,0,0.64,0.62
4,8,24,1,18,2722,4735976.724886,2199689.410101,0.64,0.62,1,0,0,0,0,1,1,0,0,1.39,1.1
2,8,24,1,6,2722,4735978.418166,2199685.917613,0.3,0.05,1,0,0,0,0,1,1,0,0,0.4599999999999999,0.24
3,8,24,1,12,2722,4735978.418166,2199685.917613,0.46,0.24,1,0,0,0,0,1,1,0,0,1.27,1.5
4,8,24,1,18,2722,4735978.418166,2199685.917613,1.27,1.5,1,0,0,0,0,1,1,0,0,1.6,1.9
2,6,5,10,6,2722,4735980.180676,2199682.774328,0.2,0.08,1,0,0,0,0,1,1,0,0,0.27,0.09
3,6,5,10,12,2722,4735980.180676,2199682.774328,0.27,0.09,1,0,0,0,0,1,1,0,0,0.27,0.16
4,6,5,10,18,2722,4735980.180676,2199682.774328,0.27,0.16,1,0,0,0,0,1,1,0,0,0.27,0.18
2,1,27,5,6,2722,4735983.355684,2199684.361853,0.25,0.1,0,0,1,1,0,0,1,0,0,0.63,0.52
3,1,27,5,12,2722,4735983.355684,2199684.361853,0.63,0.52,1,0,0,1,0,0,1,0,0,1.29,1.6
4,1,27,5,18,2722,4735983.355684,2199684.361853,1.29,1.6,1,0,0,1,0,0,1,0,0,2.26,1.82
2,1,17,2,6,2722,4735981.381502,2199686.975857,0.25,0.1,1,0,0,1,0,0,1,0,0,0.25,0.1
2,2,6,18,6,2722,4735980.00566,2199690.997575,0.24,0.1,1,0,0,1,0,0,1,0,0,0.24,0.26
3,2,6,18,12,2722,4735980.00566,2199690.997575,0.24,0.26,1,0,0,1,0,0,1,0,0,0.42,0.43
4,2,6,18,18,2722,4735980.00566,2199690.997575,0.42,0.43,1,0,0,1,0,0,1,0,0,0.71,0.84
2,1,27,5,6,2722,4735973.433754,2199687.536926,0.2,0.1,0,0,1,1,0,0,1,0,0,0.6699999999999999,0.43
3,1,27,5,12,2722,4735973.433754,2199687.536926,0.67,0.43,1,0,0,1,0,0,1,0,0,1.29,0.85
4,1,27,5,18,2722,4735973.433754,2199687.536926,1.29,0.85,1,0,0,1,0,0,1,0,0,2.3,1.72
2,1,27,5,6,2722,4735978.524029,2199693.643407,0.2,0.19,0,0,1,1,0,0,1,0,0,0.73,0.65
3,1,27,5,12,2722,4735978.524029,2199693.643407,0.73,0.65,1,0,0,1,0,0,1,0,0,1.43,1.15
4,1,27,5,18,2722,4735978.524029,2199693.643407,1.43,1.15,1,0,0,1,0,0,1,0,0,2.37,2.15
2,14,15,19,6,2722,4735976.830653,2199696.924281,0.2,0.1,1,0,0,1,0,0,1,0,0,0.36,0.21
3,14,15,19,12,2722,4735976.830653,2199696.924281,0.36,0.21,1,0,0,1,0,0,1,0,0,0.64,0.4499999999999999
4,14,15,19,18,2722,4735976.830653,2199696.924281,0.64,0.45,1,0,0,1,0,0,1,0,0,0.9,0.7
2,1,17,2,6,2722,4735974.290707,2199699.675879,0.2,0.19,1,0,0,1,0,0,1,0,0,0.62,0.56
3,1,17,2,12,2722,4735974.290707,2199699.675879,0.62,0.56,0,0,1,1,0,0,1,0,0,1.7000000000000002,0.73
4,1,17,2,18,2722,4735974.290707,2199699.675879,1.7,0.73,1,0,0,1,0,0,1,0,0,1.7,1.25
2,2,6,18,6,2722,4735972.914787,2199702.63923,0.38,0.12,1,0,0,1,0,0,1,0,0,0.51,0.19
3,2,6,18,12,2722,4735972.914787,2199702.63923,0.51,0.19,1,0,0,1,0,0,1,0,0,0.51,0.31
4,2,6,18,18,2722,4735972.914787,2199702.63923,0.51,0.31,1,0,0,1,0,0,1,0,0,0.51,0.39
2,14,15,19,6,2722,4735971.433244,2199705.920101,0.2,0.1,1,0,0,1,0,0,1,0,0,0.43,0.3
3,14,15,19,12,2722,4735971.433244,2199705.920101,0.43,0.3,1,0,0,1,0,0,1,0,0,0.5700000000000001,0.55
4,14,15,19,18,2722,4735971.433244,2199705.920101,0.57,0.55,1,0,0,1,0,0,1,0,0,0.8800000000000001,0.58
2,2,6,18,6,2722,4735970.163238,2199708.989258,0.24,0.1,1,0,0,1,0,0,1,0,0,0.29,0.18
3,2,6,18,12,2722,4735970.163238,2199708.989258,0.29,0.18,1,0,0,1,0,0,1,0,0,0.33,0.19
4,2,6,18,18,2722,4735970.163238,2199708.989258,0.33,0.19,1,0,0,1,0,0,1,0,0,0.33,0.26
2,1,17,2,6,2722,4735968.575734,2199712.058467,0.24,0.15,1,0,0,1,0,0,1,0,0,0.42,0.38
3,1,17,2,12,2722,4735968.575734,2199712.058467,0.42,0.38,1,0,0,1,0,0,1,0,0,0.77,0.46
4,1,17,2,18,2722,4735968.575734,2199712.058467,0.77,0.46,0,0,1,1,0,0,1,0,0,0.89,0.46
2,2,6,18,6,2722,4735967.517318,2199714.810053,0.24,0.1,1,0,0,1,0,0,1,0,0,0.24,0.18
3,2,6,18,12,2722,4735967.517318,2199714.810053,0.24,0.18,1,0,0,1,0,0,1,0,0,0.32,0.29
4,2,6,18,18,2722,4735967.517318,2199714.810053,0.32,0.29,1,0,0,1,0,0,1,0,0,0.42,0.39
2,1,27,5,6,2722,4735966.141542,2199718.090972,0.2,0.18,0,0,1,1,0,0,1,0,0,0.78,0.5
3,1,27,5,12,2722,4735966.141542,2199718.090972,0.78,0.5,1,0,0,1,0,0,1,0,0,1.4,1.0
4,1,27,5,18,2722,4735966.141542,2199718.090972,1.4,1.0,1,0,0,1,0,0,1,0,0,2.12,1.56
2,14,15,19,6,2722,4735964.636414,2199721.205201,0.2,0.1,1,0,0,1,0,0,1,0,0,0.26,0.2
3,14,15,19,12,2722,4735964.636414,2199721.205201,0.26,0.2,1,0,0,1,0,0,1,0,0,0.26,0.33
2,2,6,18,6,2722,4735972.309321,2199690.844167,0.24,0.1,1,0,0,1,0,0,1,0,0,0.24,0.18
3,2,6,18,12,2722,4735972.309321,2199690.844167,0.24,0.18,1,0,0,1,0,0,1,0,0,0.3399999999999999,0.36
4,2,6,18,18,2722,4735972.309321,2199690.844167,0.34,0.36,1,0,0,1,0,0,1,0,0,0.48,0.5
2,2,6,18,6,2722,4735970.589471,2199693.556038,0.23,0.1,1,0,0,1,0,0,1,0,0,0.43,0.11
3,2,6,18,12,2722,4735970.589471,2199693.556038,0.43,0.11,1,0,0,1,0,0,1,0,0,0.47,0.28
4,2,6,18,18,2722,4735970.589471,2199693.556038,0.47,0.28,1,0,0,1,0,0,1,0,0,0.47,0.4099999999999999
2,1,17,2,6,2722,4735968.14205,2199696.731068,0.24,0.15,0,0,1,1,0,0,1,0,0,0.4,0.37
3,1,17,2,12,2722,4735968.14205,2199696.731068,0.4,0.37,0,0,1,1,0,0,1,0,0,0.73,0.58
4,1,17,2,18,2722,4735968.14205,2199696.731068,0.73,0.58,1,0,0,1,0,0,1,0,0,1.04,0.76
2,1,27,5,6,2722,4735966.422301,2199699.773851,0.25,0.1,1,0,0,1,0,0,1,0,0,0.43,0.21
3,1,27,5,12,2722,4735966.422301,2199699.773851,0.43,0.21,1,0,0,1,0,0,1,0,0,0.52,0.42
4,1,27,5,18,2722,4735966.422301,2199699.773851,0.52,0.42,1,0,0,1,0,0,1,0,0,0.89,0.8200000000000001
2,14,15,19,6,2722,4735964.967097,2199702.882632,0.2,0.1,1,0,0,1,0,0,1,0,0,0.46,0.21
3,14,15,19,12,2722,4735964.967097,2199702.882632,0.46,0.21,1,0,0,1,0,0,1,0,0,0.48,0.39
4,14,15,19,18,2722,4735964.967097,2199702.882632,0.48,0.39,1,0,0,1,0,0,1,0,0,0.51,0.48
2,2,6,18,6,2722,4735963.445807,2199706.057716,0.38,0.1,1,0,0,1,0,0,1,0,0,0.49,0.23
3,2,6,18,12,2722,4735963.445807,2199706.057716,0.49,0.23,1,0,0,1,0,0,1,0,0,0.49,0.35
4,2,6,18,18,2722,4735963.445807,2199706.057716,0.49,0.35,1,0,0,1,0,0,1,0,0,0.5,0.42
2,1,17,2,6,2757,4735752.215194,2199574.12704,0.2,0.23,1,0,0,1,0,0,1,0,0,0.69,0.65
3,1,17,2,12,2757,4735752.215194,2199574.12704,0.69,0.65,0,0,1,1,0,0,1,0,0,0.76,0.3
4,1,17,2,18,2757,4735752.215194,2199574.12704,0.76,0.3,0,0,1,1,0,0,1,0,0,0.8,0.33
2,1,17,2,6,2757,4735773.4998,2199551.117379,0.2,0.2,1,0,0,1,0,0,1,0,0,0.93,0.8499999999999999
3,1,17,2,12,2757,4735773.4998,2199551.117379,0.93,0.85,1,0,0,1,0,0,1,0,0,2.7,1.3
4,1,17,2,18,2757,4735773.4998,2199551.117379,2.7,1.3,1,0,0,1,0,0,1,0,0,3.8,2.0
2,1,27,5,6,2757,4735776.4366,2199548.180479,0.25,0.1,1,0,0,1,0,0,1,0,0,1.09,0.89
3,1,27,5,12,2757,4735776.4366,2199548.180479,1.09,0.89,1,0,0,1,0,0,1,0,0,1.58,1.55
4,1,27,5,18,2757,4735776.4366,2199548.180479,1.58,1.55,1,0,0,1,0,0,1,0,0,2.9000000000000004,2.8
2,1,17,2,6,2757,4735779.1366,2199546.302779,0.25,0.03,1,0,0,1,0,0,1,0,0,0.37,0.3299999999999999
3,1,17,2,12,2757,4735779.1366,2199546.302779,0.37,0.33,1,0,0,1,0,0,1,0,0,0.37,0.28
4,1,17,2,18,2757,4735779.1366,2199546.302779,0.37,0.28,1,0,0,1,0,0,1,0,0,0.75,0.8
2,8,24,1,6,2757,4735776.8877,2199543.193879,0.3,0.15,1,0,0,0,0,1,1,0,0,0.5700000000000001,0.15
3,8,24,1,12,2757,4735776.8877,2199543.193879,0.57,0.15,1,0,0,0,0,1,1,0,0,0.95,0.75
4,8,24,1,18,2757,4735776.8877,2199543.193879,0.95,0.75,1,0,0,0,0,1,1,0,0,1.43,1.8
2,15,3,8,6,2757,4735774.5316,2199546.196079,0.3,0.2,1,0,0,0,0,1,1,0,0,0.4,0.2
3,15,3,8,12,2757,4735774.5316,2199546.196079,0.4,0.2,1,0,0,0,0,1,1,0,0,1.0,0.8899999999999999
4,15,3,8,18,2757,4735774.5316,2199546.196079,1.0,0.89,1,0,0,0,0,1,1,0,0,1.41,1.25
2,8,9,9,6,2757,4735770.7216,2199549.529879,0.6,0.3,1,0,0,0,0,1,1,0,0,0.6,0.3
3,8,9,9,12,2757,4735770.7216,2199549.529879,0.6,0.3,1,0,0,0,0,1,1,0,0,0.6,0.3
4,8,9,9,18,2757,4735770.7216,2199549.529879,0.6,0.3,1,0,0,0,0,1,1,0,0,0.64,0.5800000000000001
2,6,5,10,6,2757,4735768.5785,2199551.514279,0.2,0.1,1,0,0,0,0,1,1,0,0,0.25,0.17
3,6,5,10,12,2757,4735768.5785,2199551.514279,0.25,0.17,1,0,0,0,0,1,1,0,0,0.35,0.27
4,6,5,10,18,2757,4735768.5785,2199551.514279,0.35,0.27,1,0,0,0,0,1,1,0,0,0.39,0.28
2,9,22,25,6,2757,4735766.1972,2199554.212979,0.2,0.23,1,0,0,0,0,1,1,0,0,0.28,0.25
3,9,22,25,12,2757,4735766.1972,2199554.212979,0.28,0.25,1,0,0,0,0,1,1,0,0,0.5899999999999999,0.44
4,9,22,25,18,2757,4735766.1972,2199554.212979,0.59,0.44,1,0,0,0,0,1,1,0,0,0.67,0.6
2,6,5,10,6,2757,4735763.816,2199556.356179,0.2,0.16,0,0,1,0,0,1,1,0,0,0.27,0.19
2,1,27,5,6,2757,4735753.89408,2199571.516737,0.2,0.18,1,0,0,1,0,0,1,0,0,0.8599999999999999,0.55
3,1,27,5,12,2757,4735753.89408,2199571.516737,0.86,0.55,1,0,0,1,0,0,1,0,0,1.66,0.8
4,1,27,5,18,2757,4735753.89408,2199571.516737,1.66,0.8,1,0,0,1,0,0,1,0,0,1.66,1.3
4,8,24,1,18,2757,4735762.1491,2199558.578679,1.18,0.93,1,0,0,0,0,1,1,0,0,1.64,1.2
2,6,5,10,6,2757,4735757.307185,2199563.182362,0.21,0.16,1,0,0,0,0,1,1,0,0,0.37,0.12
3,6,5,10,12,2757,4735757.307185,2199563.182362,0.37,0.12,1,0,0,0,0,1,1,0,0,0.43,0.25
4,6,5,10,18,2757,4735757.307185,2199563.182362,0.43,0.25,1,0,0,0,0,1,1,0,0,0.47,0.25
2,8,24,1,6,2757,4735755.561016,2199565.007967,0.25,0.12,1,0,0,0,0,1,1,0,0,0.65,0.35
3,8,24,1,12,2757,4735755.561016,2199565.007967,0.65,0.35,1,0,0,0,0,1,1,0,0,1.16,0.8
4,8,24,1,18,2757,4735755.561016,2199565.007967,1.16,0.8,1,0,0,0,0,1,1,0,0,1.29,1.12
2,8,24,1,6,2757,4735753.338528,2199567.23054,0.25,0.06,1,0,0,0,0,1,1,0,0,0.64,0.21
3,8,24,1,12,2757,4735753.338528,2199567.23054,0.64,0.21,1,0,0,0,0,1,1,0,0,0.64,0.42
4,8,24,1,18,2757,4735753.338528,2199567.23054,0.64,0.42,1,0,0,0,0,1,1,0,0,0.88,0.58
2,8,24,1,6,2757,4735749.093092,2199571.851671,0.3,0.18,1,0,0,0,0,1,1,0,0,0.61,0.21
3,8,24,1,12,2757,4735749.093092,2199571.851671,0.61,0.21,1,0,0,0,0,1,1,0,0,0.88,0.37
4,8,24,1,18,2757,4735749.093092,2199571.851671,0.88,0.37,1,0,0,0,0,1,1,0,0,1.08,0.4
2,1,17,2,6,2757,4735746.381154,2199569.536619,0.24,0.4,0,0,1,1,0,0,1,0,0,0.92,0.6000000000000001
3,1,17,2,12,2757,4735746.381154,2199569.536619,0.92,0.6,1,0,0,1,0,0,1,0,0,0.92,0.6
4,1,17,2,18,2757,4735746.381154,2199569.536619,0.92,0.6,1,0,0,1,0,0,1,0,0,0.99,0.6
2,14,15,19,6,2757,4735750.82621,2199565.157693,0.2,0.1,1,0,0,1,0,0,1,0,0,0.49,0.22
3,14,15,19,12,2757,4735750.82621,2199565.157693,0.49,0.22,1,0,0,1,0,0,1,0,0,0.72,0.48
4,14,15,19,18,2757,4735750.82621,2199565.157693,0.72,0.48,1,0,0,1,0,0,1,0,0,1.12,0.73
2,14,15,19,6,2757,4735756.434051,2199568.8181,0.2,0.15,1,0,0,1,0,0,1,0,0,0.45,0.32
3,14,15,19,12,2757,4735756.434051,2199568.8181,0.45,0.32,1,0,0,1,0,0,1,0,0,0.66,0.6000000000000001
4,14,15,19,18,2757,4735756.434051,2199568.8181,0.66,0.6,1,0,0,1,0,0,1,0,0,0.8499999999999999,0.81
2,1,27,5,6,2757,4735752.889934,2199563.014563,0.25,0.12,1,0,0,1,0,0,1,0,0,0.65,0.47
3,1,27,5,12,2757,4735752.889934,2199563.014563,0.65,0.47,1,0,0,1,0,0,1,0,0,0.81,0.5
4,1,27,5,18,2757,4735752.889934,2199563.014563,0.81,0.5,1,0,0,1,0,0,1,0,0,1.16,0.87
2,1,17,2,6,2757,4735754.953731,2199561.030169,0.25,0.14,1,0,0,1,0,0,1,0,0,0.25,0.15
3,1,17,2,12,2757,4735754.953731,2199561.030169,0.25,0.15,1,0,0,1,0,0,1,0,0,0.81,0.42
4,1,17,2,18,2757,4735754.953731,2199561.030169,0.81,0.42,1,0,0,1,0,0,1,0,0,1.15,0.51
4,1,27,5,18,2757,4735756.6999,2199559.125179,0.81,0.41,0,0,1,1,0,0,1,0,0,0.81,1.11
2,2,6,18,6,2757,4735759.3987,2199556.585179,0.6,0.1,1,0,0,1,0,0,1,0,0,0.69,0.25
2,1,27,5,6,2757,4735761.8593,2199554.124479,0.2,0.2,0,0,1,1,0,0,1,0,0,1.02,0.47
3,1,27,5,12,2757,4735761.8593,2199554.124479,1.02,0.47,0,0,1,1,0,0,1,0,0,1.75,0.82
4,1,27,5,18,2757,4735761.8593,2199554.124479,1.75,0.82,1,0,0,1,0,0,1,0,0,2.23,1.65
2,1,17,2,6,2757,4735763.9892,2199551.925179,0.25,0.1,1,0,0,1,0,0,1,0,0,0.25,0.15
3,1,17,2,12,2757,4735763.9892,2199551.925179,0.25,0.15,1,0,0,1,0,0,1,0,0,0.37,0.47
4,1,17,2,18,2757,4735763.9892,2199551.925179,0.37,0.47,0,0,1,1,0,0,1,0,0,0.96,0.8999999999999999
2,14,15,19,6,2757,4735766.3705,2199548.948579,0.2,0.12,1,0,0,1,0,0,1,0,0,0.49,3.0
3,14,15,19,12,2757,4735766.3705,2199548.948579,0.49,3.0,1,0,0,1,0,0,1,0,0,0.6699999999999999,0.3900000000000001
4,14,15,19,18,2757,4735766.3705,2199548.948579,0.67,0.39,1,0,0,1,0,0,1,0,0,1.01,0.8
2,1,17,2,6,2757,4735758.021567,2199566.436798,0.25,0.05,1,0,0,1,0,0,1,0,0,0.25,0.15
3,1,17,2,12,2757,4735758.021567,2199566.436798,0.25,0.15,1,0,0,1,0,0,1,0,0,0.42,0.38
4,1,17,2,18,2757,4735758.021567,2199566.436798,0.42,0.38,1,0,0,1,0,0,1,0,0,0.86,1.34
2,1,27,5,6,2757,4735760.641,2199564.214279,0.25,0.1,1,0,0,1,0,0,1,0,0,0.25,0.22
3,1,27,5,12,2757,4735760.641,2199564.214279,0.25,0.22,1,0,0,1,0,0,1,0,0,0.3,0.36
4,1,27,5,18,2757,4735760.641,2199564.214279,0.3,0.36,1,0,0,1,0,0,1,0,0,0.73,0.69
2,1,17,2,6,2757,4735762.704725,2199562.388673,0.2,0.15,1,0,0,1,0,0,1,0,0,0.5799999999999998,0.4600000000000001
3,1,17,2,12,2757,4735762.704725,2199562.388673,0.58,0.46,1,0,0,1,0,0,1,0,0,1.51,0.8399999999999999
4,1,17,2,18,2757,4735762.704725,2199562.388673,1.51,0.84,1,0,0,1,0,0,1,0,0,2.3,1.08
2,23,4,23,6,2757,4735765.085977,2199560.086754,0.2,0.1,1,0,0,1,0,0,1,0,0,0.5,0.35
3,23,4,23,12,2757,4735765.085977,2199560.086754,0.5,0.35,1,0,0,1,0,0,1,0,0,1.7,0.59
4,23,4,23,18,2757,4735765.085977,2199560.086754,1.7,0.59,1,0,0,1,0,0,1,0,0,1.7,0.66
